id,dataset,method,method_confidence_level,method_bias,method_recall_target,filename,row_count
236,clef-CD007394,CURVE_FITTING,0.99,none,0.8,clef-CD007394_CURVE_FITTING_0.99_none_0.8.csv,1580
237,clef-CD007394,CURVE_FITTING,0.99,none,0.9,clef-CD007394_CURVE_FITTING_0.99_none_0.9.csv,1580
238,clef-CD007394,CURVE_FITTING,0.99,none,0.95,clef-CD007394_CURVE_FITTING_0.99_none_0.95.csv,1580
239,clef-CD007394,CURVE_FITTING,0.99,none,0.99,clef-CD007394_CURVE_FITTING_0.99_none_0.99.csv,1580
240,clef-CD007394,CURVE_FITTING,0.9,none,0.8,clef-CD007394_CURVE_FITTING_0.9_none_0.8.csv,1580
241,clef-CD007394,CURVE_FITTING,0.9,none,0.9,clef-CD007394_CURVE_FITTING_0.9_none_0.9.csv,1580
242,clef-CD007394,CURVE_FITTING,0.9,none,0.95,clef-CD007394_CURVE_FITTING_0.9_none_0.95.csv,1580
243,clef-CD007394,CURVE_FITTING,0.9,none,0.99,clef-CD007394_CURVE_FITTING_0.9_none_0.99.csv,1580
244,clef-CD007394,CurveFitting,nan,nan,0.8,clef-CD007394_CurveFitting_nan_nan_0.8.csv,159
245,clef-CD007394,CurveFitting,nan,nan,0.9,clef-CD007394_CurveFitting_nan_nan_0.9.csv,159
246,clef-CD007394,CurveFitting,nan,nan,0.95,clef-CD007394_CurveFitting_nan_nan_0.95.csv,159
247,clef-CD007394,CurveFitting,nan,nan,0.99,clef-CD007394_CurveFitting_nan_nan_0.99.csv,159
248,clef-CD007394,HEURISTIC_FIX,nan,nan,nan,clef-CD007394_HEURISTIC_FIX_nan_nan_nan.csv,636
249,clef-CD007394,HEURISTIC_FIX,nan,none,nan,clef-CD007394_HEURISTIC_FIX_nan_none_nan.csv,1896
250,clef-CD007394,HEURISTIC_FRAC,nan,nan,nan,clef-CD007394_HEURISTIC_FRAC_nan_nan_nan.csv,795
251,clef-CD007394,HEURISTIC_FRAC,nan,none,nan,clef-CD007394_HEURISTIC_FRAC_nan_none_nan.csv,2370
252,clef-CD007394,HEURISTIC_RANDOM,nan,none,0.8,clef-CD007394_HEURISTIC_RANDOM_nan_none_0.8.csv,474
253,clef-CD007394,HEURISTIC_RANDOM,nan,none,0.9,clef-CD007394_HEURISTIC_RANDOM_nan_none_0.9.csv,474
254,clef-CD007394,HEURISTIC_RANDOM,nan,none,0.95,clef-CD007394_HEURISTIC_RANDOM_nan_none_0.95.csv,474
255,clef-CD007394,HEURISTIC_RANDOM,nan,none,0.99,clef-CD007394_HEURISTIC_RANDOM_nan_none_0.99.csv,474
256,clef-CD007394,HEURISTIC_SCORES,nan,none,0.8,clef-CD007394_HEURISTIC_SCORES_nan_none_0.8.csv,1896
257,clef-CD007394,HEURISTIC_SCORES,nan,none,0.9,clef-CD007394_HEURISTIC_SCORES_nan_none_0.9.csv,1896
258,clef-CD007394,HEURISTIC_SCORES,nan,none,0.95,clef-CD007394_HEURISTIC_SCORES_nan_none_0.95.csv,1896
259,clef-CD007394,HEURISTIC_SCORES,nan,none,0.99,clef-CD007394_HEURISTIC_SCORES_nan_none_0.99.csv,1896
260,clef-CD007394,IPP,0.8,none,0.8,clef-CD007394_IPP_0.8_none_0.8.csv,2370
261,clef-CD007394,IPP,0.8,none,0.9,clef-CD007394_IPP_0.8_none_0.9.csv,2370
262,clef-CD007394,IPP,0.8,none,0.95,clef-CD007394_IPP_0.8_none_0.95.csv,2370
263,clef-CD007394,IPP,0.8,none,0.99,clef-CD007394_IPP_0.8_none_0.99.csv,2370
264,clef-CD007394,IPP,0.95,none,0.8,clef-CD007394_IPP_0.95_none_0.8.csv,2370
265,clef-CD007394,IPP,0.95,none,0.9,clef-CD007394_IPP_0.95_none_0.9.csv,2370
266,clef-CD007394,IPP,0.95,none,0.95,clef-CD007394_IPP_0.95_none_0.95.csv,2370
267,clef-CD007394,IPP,0.95,none,0.99,clef-CD007394_IPP_0.95_none_0.99.csv,2370
268,clef-CD007394,IPP,0.99,none,0.8,clef-CD007394_IPP_0.99_none_0.8.csv,2370
269,clef-CD007394,IPP,0.99,none,0.9,clef-CD007394_IPP_0.99_none_0.9.csv,2370
270,clef-CD007394,IPP,0.99,none,0.95,clef-CD007394_IPP_0.99_none_0.95.csv,2370
271,clef-CD007394,IPP,0.99,none,0.99,clef-CD007394_IPP_0.99_none_0.99.csv,2370
272,clef-CD007394,IPP,0.9,none,0.8,clef-CD007394_IPP_0.9_none_0.8.csv,2370
273,clef-CD007394,IPP,0.9,none,0.9,clef-CD007394_IPP_0.9_none_0.9.csv,2370
274,clef-CD007394,IPP,0.9,none,0.95,clef-CD007394_IPP_0.9_none_0.95.csv,2370
275,clef-CD007394,IPP,0.9,none,0.99,clef-CD007394_IPP_0.9_none_0.99.csv,2370
276,clef-CD007394,KNEE,nan,nan,nan,clef-CD007394_KNEE_nan_nan_nan.csv,1908
277,clef-CD007394,KNEE,nan,none,nan,clef-CD007394_KNEE_nan_none_nan.csv,17064
278,clef-CD007394,METHOD2399,nan,nan,nan,clef-CD007394_METHOD2399_nan_nan_nan.csv,477
279,clef-CD007394,QUANT_CI,nan,none,0.8,clef-CD007394_QUANT_CI_nan_none_0.8.csv,1422
280,clef-CD007394,QUANT_CI,nan,none,0.9,clef-CD007394_QUANT_CI_nan_none_0.9.csv,1422
281,clef-CD007394,QUANT_CI,nan,none,0.95,clef-CD007394_QUANT_CI_nan_none_0.95.csv,1422
282,clef-CD007394,QUANT_CI,nan,none,0.99,clef-CD007394_QUANT_CI_nan_none_0.99.csv,1422
283,clef-CD007394,S-CAL,nan,0.9,0.8,clef-CD007394_S-CAL_nan_0.9_0.8.csv,1422
284,clef-CD007394,S-CAL,nan,0.9,0.9,clef-CD007394_S-CAL_nan_0.9_0.9.csv,1422
285,clef-CD007394,S-CAL,nan,0.9,0.95,clef-CD007394_S-CAL_nan_0.9_0.95.csv,1422
286,clef-CD007394,S-CAL,nan,0.9,0.99,clef-CD007394_S-CAL_nan_0.9_0.99.csv,1422
287,clef-CD007394,S-CAL,nan,1.05,0.8,clef-CD007394_S-CAL_nan_1.05_0.8.csv,1422
288,clef-CD007394,S-CAL,nan,1.05,0.9,clef-CD007394_S-CAL_nan_1.05_0.9.csv,1422
289,clef-CD007394,S-CAL,nan,1.05,0.95,clef-CD007394_S-CAL_nan_1.05_0.95.csv,1422
290,clef-CD007394,S-CAL,nan,1.05,0.99,clef-CD007394_S-CAL_nan_1.05_0.99.csv,1422
291,clef-CD007394,S-CAL,nan,1.0,0.8,clef-CD007394_S-CAL_nan_1.0_0.8.csv,1422
292,clef-CD007394,S-CAL,nan,1.0,0.9,clef-CD007394_S-CAL_nan_1.0_0.9.csv,1422
293,clef-CD007394,S-CAL,nan,1.0,0.95,clef-CD007394_S-CAL_nan_1.0_0.95.csv,1422
294,clef-CD007394,S-CAL,nan,1.0,0.99,clef-CD007394_S-CAL_nan_1.0_0.99.csv,1422
295,clef-CD007394,S-CAL,nan,1.1,0.8,clef-CD007394_S-CAL_nan_1.1_0.8.csv,1422
296,clef-CD007394,S-CAL,nan,1.1,0.9,clef-CD007394_S-CAL_nan_1.1_0.9.csv,1422
297,clef-CD007394,S-CAL,nan,1.1,0.95,clef-CD007394_S-CAL_nan_1.1_0.95.csv,1422
298,clef-CD007394,S-CAL,nan,1.1,0.99,clef-CD007394_S-CAL_nan_1.1_0.99.csv,1422
299,clef-CD007394,S-CAL,nan,1.2,0.8,clef-CD007394_S-CAL_nan_1.2_0.8.csv,1422
300,clef-CD007394,S-CAL,nan,1.2,0.9,clef-CD007394_S-CAL_nan_1.2_0.9.csv,1422
301,clef-CD007394,S-CAL,nan,1.2,0.95,clef-CD007394_S-CAL_nan_1.2_0.95.csv,1422
302,clef-CD007394,S-CAL,nan,1.2,0.99,clef-CD007394_S-CAL_nan_1.2_0.99.csv,1422
303,clef-CD007394,S-CAL,nan,1.3,0.8,clef-CD007394_S-CAL_nan_1.3_0.8.csv,1422
304,clef-CD007394,S-CAL,nan,1.3,0.9,clef-CD007394_S-CAL_nan_1.3_0.9.csv,1422
305,clef-CD007394,S-CAL,nan,1.3,0.95,clef-CD007394_S-CAL_nan_1.3_0.95.csv,1422
306,clef-CD007394,S-CAL,nan,1.3,0.99,clef-CD007394_S-CAL_nan_1.3_0.99.csv,1422
307,clef-CD007394,TM_QBCB,0.8,none,0.8,clef-CD007394_TM_QBCB_0.8_none_0.8.csv,1580
308,clef-CD007394,TM_QBCB,0.8,none,0.9,clef-CD007394_TM_QBCB_0.8_none_0.9.csv,1580
309,clef-CD007394,TM_QBCB,0.8,none,0.95,clef-CD007394_TM_QBCB_0.8_none_0.95.csv,1580
310,clef-CD007394,TM_QBCB,0.8,none,0.99,clef-CD007394_TM_QBCB_0.8_none_0.99.csv,1580
311,clef-CD007394,TM_QBCB,0.95,none,0.8,clef-CD007394_TM_QBCB_0.95_none_0.8.csv,1580
312,clef-CD007394,TM_QBCB,0.95,none,0.9,clef-CD007394_TM_QBCB_0.95_none_0.9.csv,1580
313,clef-CD007394,TM_QBCB,0.95,none,0.95,clef-CD007394_TM_QBCB_0.95_none_0.95.csv,1580
314,clef-CD007394,TM_QBCB,0.95,none,0.99,clef-CD007394_TM_QBCB_0.95_none_0.99.csv,1580
315,clef-CD007394,TM_QBCB,0.99,none,0.8,clef-CD007394_TM_QBCB_0.99_none_0.8.csv,1580
316,clef-CD007394,TM_QBCB,0.99,none,0.9,clef-CD007394_TM_QBCB_0.99_none_0.9.csv,1580
317,clef-CD007394,TM_QBCB,0.99,none,0.95,clef-CD007394_TM_QBCB_0.99_none_0.95.csv,1580
318,clef-CD007394,TM_QBCB,0.99,none,0.99,clef-CD007394_TM_QBCB_0.99_none_0.99.csv,1580
319,clef-CD007394,TM_QBCB,0.9,none,0.8,clef-CD007394_TM_QBCB_0.9_none_0.8.csv,1580
320,clef-CD007394,TM_QBCB,0.9,none,0.9,clef-CD007394_TM_QBCB_0.9_none_0.9.csv,1580
321,clef-CD007394,TM_QBCB,0.9,none,0.95,clef-CD007394_TM_QBCB_0.9_none_0.95.csv,1580
322,clef-CD007394,TM_QBCB,0.9,none,0.99,clef-CD007394_TM_QBCB_0.9_none_0.99.csv,1580
323,clef-CD007427,ALISON,0.8,nan,0.8,clef-CD007427_ALISON_0.8_nan_0.8.csv,200
324,clef-CD007427,ALISON,0.8,nan,0.9,clef-CD007427_ALISON_0.8_nan_0.9.csv,200
325,clef-CD007427,ALISON,0.8,nan,0.95,clef-CD007427_ALISON_0.8_nan_0.95.csv,200
326,clef-CD007427,ALISON,0.8,nan,0.99,clef-CD007427_ALISON_0.8_nan_0.99.csv,200
327,clef-CD007427,ALISON,0.95,nan,0.8,clef-CD007427_ALISON_0.95_nan_0.8.csv,200
328,clef-CD007427,ALISON,0.95,nan,0.9,clef-CD007427_ALISON_0.95_nan_0.9.csv,200
329,clef-CD007427,ALISON,0.95,nan,0.95,clef-CD007427_ALISON_0.95_nan_0.95.csv,200
330,clef-CD007427,ALISON,0.95,nan,0.99,clef-CD007427_ALISON_0.95_nan_0.99.csv,200
331,clef-CD007427,APRIORI,nan,none,0.8,clef-CD007427_APRIORI_nan_none_0.8.csv,1188
332,clef-CD007427,APRIORI,nan,none,0.9,clef-CD007427_APRIORI_nan_none_0.9.csv,1188
333,clef-CD007427,APRIORI,nan,none,0.95,clef-CD007427_APRIORI_nan_none_0.95.csv,1188
334,clef-CD007427,APRIORI,nan,none,0.99,clef-CD007427_APRIORI_nan_none_0.99.csv,1188
335,clef-CD007427,BATCHPRECISION,nan,nan,nan,clef-CD007427_BATCHPRECISION_nan_nan_nan.csv,900
336,clef-CD007427,BATCHPRECISION,nan,none,nan,clef-CD007427_BATCHPRECISION_nan_none_nan.csv,2673
337,clef-CD007427,BUSCAR,0.99,1.0,0.8,clef-CD007427_BUSCAR_0.99_1.0_0.8.csv,100
338,clef-CD007427,BUSCAR,0.99,1.0,0.9,clef-CD007427_BUSCAR_0.99_1.0_0.9.csv,100
339,clef-CD007427,BUSCAR,0.99,1.0,0.95,clef-CD007427_BUSCAR_0.99_1.0_0.95.csv,100
340,clef-CD007427,BUSCAR,0.99,1.0,0.99,clef-CD007427_BUSCAR_0.99_1.0_0.99.csv,100
341,clef-CD007427,BUSCAR,0.99,10.0,0.8,clef-CD007427_BUSCAR_0.99_10.0_0.8.csv,100
342,clef-CD007427,BUSCAR,0.99,10.0,0.9,clef-CD007427_BUSCAR_0.99_10.0_0.9.csv,100
343,clef-CD007427,BUSCAR,0.99,10.0,0.95,clef-CD007427_BUSCAR_0.99_10.0_0.95.csv,100
344,clef-CD007427,BUSCAR,0.99,10.0,0.99,clef-CD007427_BUSCAR_0.99_10.0_0.99.csv,100
345,clef-CD007427,BUSCAR,0.99,2.0,0.8,clef-CD007427_BUSCAR_0.99_2.0_0.8.csv,100
346,clef-CD007427,BUSCAR,0.99,2.0,0.9,clef-CD007427_BUSCAR_0.99_2.0_0.9.csv,100
347,clef-CD007427,BUSCAR,0.99,2.0,0.95,clef-CD007427_BUSCAR_0.99_2.0_0.95.csv,100
348,clef-CD007427,BUSCAR,0.99,2.0,0.99,clef-CD007427_BUSCAR_0.99_2.0_0.99.csv,100
349,clef-CD007427,BUSCAR,0.99,5.0,0.8,clef-CD007427_BUSCAR_0.99_5.0_0.8.csv,100
350,clef-CD007427,BUSCAR,0.99,5.0,0.9,clef-CD007427_BUSCAR_0.99_5.0_0.9.csv,100
351,clef-CD007427,BUSCAR,0.99,5.0,0.95,clef-CD007427_BUSCAR_0.99_5.0_0.95.csv,100
352,clef-CD007427,BUSCAR,0.99,5.0,0.99,clef-CD007427_BUSCAR_0.99_5.0_0.99.csv,100
353,clef-CD007427,CURVE_FITTING,0.8,none,0.8,clef-CD007427_CURVE_FITTING_0.8_none_0.8.csv,495
354,clef-CD007427,CURVE_FITTING,0.8,none,0.9,clef-CD007427_CURVE_FITTING_0.8_none_0.9.csv,495
355,clef-CD007427,CURVE_FITTING,0.8,none,0.95,clef-CD007427_CURVE_FITTING_0.8_none_0.95.csv,495
356,clef-CD007427,CURVE_FITTING,0.8,none,0.99,clef-CD007427_CURVE_FITTING_0.8_none_0.99.csv,495
357,clef-CD007427,CURVE_FITTING,0.95,none,0.8,clef-CD007427_CURVE_FITTING_0.95_none_0.8.csv,495
358,clef-CD007427,CURVE_FITTING,0.95,none,0.9,clef-CD007427_CURVE_FITTING_0.95_none_0.9.csv,495
359,clef-CD007427,CURVE_FITTING,0.95,none,0.95,clef-CD007427_CURVE_FITTING_0.95_none_0.95.csv,495
360,clef-CD007427,CURVE_FITTING,0.95,none,0.99,clef-CD007427_CURVE_FITTING_0.95_none_0.99.csv,495
361,clef-CD007427,CURVE_FITTING,0.99,none,0.8,clef-CD007427_CURVE_FITTING_0.99_none_0.8.csv,495
362,clef-CD007427,CURVE_FITTING,0.99,none,0.9,clef-CD007427_CURVE_FITTING_0.99_none_0.9.csv,495
363,clef-CD007427,CURVE_FITTING,0.99,none,0.95,clef-CD007427_CURVE_FITTING_0.99_none_0.95.csv,495
364,clef-CD007427,CURVE_FITTING,0.99,none,0.99,clef-CD007427_CURVE_FITTING_0.99_none_0.99.csv,495
365,clef-CD007427,CURVE_FITTING,0.9,none,0.8,clef-CD007427_CURVE_FITTING_0.9_none_0.8.csv,495
366,clef-CD007427,CURVE_FITTING,0.9,none,0.9,clef-CD007427_CURVE_FITTING_0.9_none_0.9.csv,495
367,clef-CD007427,CURVE_FITTING,0.9,none,0.95,clef-CD007427_CURVE_FITTING_0.9_none_0.95.csv,495
368,clef-CD007427,CURVE_FITTING,0.9,none,0.99,clef-CD007427_CURVE_FITTING_0.9_none_0.99.csv,495
369,clef-CD007427,CurveFitting,nan,nan,0.8,clef-CD007427_CurveFitting_nan_nan_0.8.csv,100
370,clef-CD007427,CurveFitting,nan,nan,0.9,clef-CD007427_CurveFitting_nan_nan_0.9.csv,100
371,clef-CD007427,CurveFitting,nan,nan,0.95,clef-CD007427_CurveFitting_nan_nan_0.95.csv,100
372,clef-CD007427,CurveFitting,nan,nan,0.99,clef-CD007427_CurveFitting_nan_nan_0.99.csv,100
373,clef-CD007427,HEURISTIC_FIX,nan,nan,nan,clef-CD007427_HEURISTIC_FIX_nan_nan_nan.csv,400
374,clef-CD007427,HEURISTIC_FIX,nan,none,nan,clef-CD007427_HEURISTIC_FIX_nan_none_nan.csv,1188
375,clef-CD007427,HEURISTIC_FRAC,nan,nan,nan,clef-CD007427_HEURISTIC_FRAC_nan_nan_nan.csv,500
376,clef-CD007427,HEURISTIC_FRAC,nan,none,nan,clef-CD007427_HEURISTIC_FRAC_nan_none_nan.csv,1485
377,clef-CD007427,HEURISTIC_RANDOM,nan,none,0.8,clef-CD007427_HEURISTIC_RANDOM_nan_none_0.8.csv,297
378,clef-CD007427,HEURISTIC_RANDOM,nan,none,0.9,clef-CD007427_HEURISTIC_RANDOM_nan_none_0.9.csv,297
379,clef-CD007427,HEURISTIC_RANDOM,nan,none,0.95,clef-CD007427_HEURISTIC_RANDOM_nan_none_0.95.csv,297
380,clef-CD007427,HEURISTIC_RANDOM,nan,none,0.99,clef-CD007427_HEURISTIC_RANDOM_nan_none_0.99.csv,297
381,clef-CD007427,HEURISTIC_SCORES,nan,none,0.8,clef-CD007427_HEURISTIC_SCORES_nan_none_0.8.csv,1188
382,clef-CD007427,HEURISTIC_SCORES,nan,none,0.9,clef-CD007427_HEURISTIC_SCORES_nan_none_0.9.csv,1188
383,clef-CD007427,HEURISTIC_SCORES,nan,none,0.95,clef-CD007427_HEURISTIC_SCORES_nan_none_0.95.csv,1188
384,clef-CD007427,HEURISTIC_SCORES,nan,none,0.99,clef-CD007427_HEURISTIC_SCORES_nan_none_0.99.csv,1188
385,clef-CD007427,IPP,0.8,none,0.8,clef-CD007427_IPP_0.8_none_0.8.csv,1485
386,clef-CD007427,IPP,0.8,none,0.9,clef-CD007427_IPP_0.8_none_0.9.csv,1485
387,clef-CD007427,IPP,0.8,none,0.95,clef-CD007427_IPP_0.8_none_0.95.csv,1485
388,clef-CD007427,IPP,0.8,none,0.99,clef-CD007427_IPP_0.8_none_0.99.csv,1485
389,clef-CD007427,IPP,0.95,none,0.8,clef-CD007427_IPP_0.95_none_0.8.csv,1485
390,clef-CD007427,IPP,0.95,none,0.9,clef-CD007427_IPP_0.95_none_0.9.csv,1485
391,clef-CD007427,IPP,0.95,none,0.95,clef-CD007427_IPP_0.95_none_0.95.csv,1485
392,clef-CD007427,IPP,0.95,none,0.99,clef-CD007427_IPP_0.95_none_0.99.csv,1485
393,clef-CD007427,IPP,0.99,none,0.8,clef-CD007427_IPP_0.99_none_0.8.csv,1485
394,clef-CD007427,IPP,0.99,none,0.9,clef-CD007427_IPP_0.99_none_0.9.csv,1485
395,clef-CD007427,IPP,0.99,none,0.95,clef-CD007427_IPP_0.99_none_0.95.csv,1485
396,clef-CD007427,IPP,0.99,none,0.99,clef-CD007427_IPP_0.99_none_0.99.csv,1485
397,clef-CD007427,IPP,0.9,none,0.8,clef-CD007427_IPP_0.9_none_0.8.csv,1485
398,clef-CD007427,IPP,0.9,none,0.9,clef-CD007427_IPP_0.9_none_0.9.csv,1485
399,clef-CD007427,IPP,0.9,none,0.95,clef-CD007427_IPP_0.9_none_0.95.csv,1485
400,clef-CD007427,IPP,0.9,none,0.99,clef-CD007427_IPP_0.9_none_0.99.csv,1485
401,clef-CD007427,KNEE,nan,nan,nan,clef-CD007427_KNEE_nan_nan_nan.csv,1200
402,clef-CD007427,KNEE,nan,none,nan,clef-CD007427_KNEE_nan_none_nan.csv,10692
403,clef-CD007427,METHOD2399,nan,nan,nan,clef-CD007427_METHOD2399_nan_nan_nan.csv,300
404,clef-CD007427,QUANT_CI,nan,none,0.8,clef-CD007427_QUANT_CI_nan_none_0.8.csv,891
405,clef-CD007427,QUANT_CI,nan,none,0.9,clef-CD007427_QUANT_CI_nan_none_0.9.csv,891
406,clef-CD007427,QUANT_CI,nan,none,0.95,clef-CD007427_QUANT_CI_nan_none_0.95.csv,891
407,clef-CD007427,QUANT_CI,nan,none,0.99,clef-CD007427_QUANT_CI_nan_none_0.99.csv,891
408,clef-CD007427,S-CAL,nan,0.9,0.8,clef-CD007427_S-CAL_nan_0.9_0.8.csv,891
409,clef-CD007427,S-CAL,nan,0.9,0.9,clef-CD007427_S-CAL_nan_0.9_0.9.csv,891
410,clef-CD007427,S-CAL,nan,0.9,0.95,clef-CD007427_S-CAL_nan_0.9_0.95.csv,891
411,clef-CD007427,S-CAL,nan,0.9,0.99,clef-CD007427_S-CAL_nan_0.9_0.99.csv,891
412,clef-CD007427,S-CAL,nan,1.05,0.8,clef-CD007427_S-CAL_nan_1.05_0.8.csv,891
413,clef-CD007427,S-CAL,nan,1.05,0.9,clef-CD007427_S-CAL_nan_1.05_0.9.csv,891
414,clef-CD007427,S-CAL,nan,1.05,0.95,clef-CD007427_S-CAL_nan_1.05_0.95.csv,891
415,clef-CD007427,S-CAL,nan,1.05,0.99,clef-CD007427_S-CAL_nan_1.05_0.99.csv,891
416,clef-CD007427,S-CAL,nan,1.0,0.8,clef-CD007427_S-CAL_nan_1.0_0.8.csv,891
417,clef-CD007427,S-CAL,nan,1.0,0.9,clef-CD007427_S-CAL_nan_1.0_0.9.csv,891
418,clef-CD007427,S-CAL,nan,1.0,0.95,clef-CD007427_S-CAL_nan_1.0_0.95.csv,891
419,clef-CD007427,S-CAL,nan,1.0,0.99,clef-CD007427_S-CAL_nan_1.0_0.99.csv,891
420,clef-CD007427,S-CAL,nan,1.1,0.8,clef-CD007427_S-CAL_nan_1.1_0.8.csv,891
421,clef-CD007427,S-CAL,nan,1.1,0.9,clef-CD007427_S-CAL_nan_1.1_0.9.csv,891
422,clef-CD007427,S-CAL,nan,1.1,0.95,clef-CD007427_S-CAL_nan_1.1_0.95.csv,891
423,clef-CD007427,S-CAL,nan,1.1,0.99,clef-CD007427_S-CAL_nan_1.1_0.99.csv,891
424,clef-CD007427,S-CAL,nan,1.2,0.8,clef-CD007427_S-CAL_nan_1.2_0.8.csv,891
425,clef-CD007427,S-CAL,nan,1.2,0.9,clef-CD007427_S-CAL_nan_1.2_0.9.csv,891
426,clef-CD007427,S-CAL,nan,1.2,0.95,clef-CD007427_S-CAL_nan_1.2_0.95.csv,891
427,clef-CD007427,S-CAL,nan,1.2,0.99,clef-CD007427_S-CAL_nan_1.2_0.99.csv,891
428,clef-CD007427,S-CAL,nan,1.3,0.8,clef-CD007427_S-CAL_nan_1.3_0.8.csv,891
429,clef-CD007427,S-CAL,nan,1.3,0.9,clef-CD007427_S-CAL_nan_1.3_0.9.csv,891
430,clef-CD007427,S-CAL,nan,1.3,0.95,clef-CD007427_S-CAL_nan_1.3_0.95.csv,891
431,clef-CD007427,S-CAL,nan,1.3,0.99,clef-CD007427_S-CAL_nan_1.3_0.99.csv,891
432,clef-CD007427,TM_QBCB,0.8,none,0.8,clef-CD007427_TM_QBCB_0.8_none_0.8.csv,990
433,clef-CD007427,TM_QBCB,0.8,none,0.9,clef-CD007427_TM_QBCB_0.8_none_0.9.csv,990
434,clef-CD007427,TM_QBCB,0.8,none,0.95,clef-CD007427_TM_QBCB_0.8_none_0.95.csv,990
435,clef-CD007427,TM_QBCB,0.8,none,0.99,clef-CD007427_TM_QBCB_0.8_none_0.99.csv,990
436,clef-CD007427,TM_QBCB,0.95,none,0.8,clef-CD007427_TM_QBCB_0.95_none_0.8.csv,990
437,clef-CD007427,TM_QBCB,0.95,none,0.9,clef-CD007427_TM_QBCB_0.95_none_0.9.csv,990
438,clef-CD007427,TM_QBCB,0.95,none,0.95,clef-CD007427_TM_QBCB_0.95_none_0.95.csv,990
439,clef-CD007427,TM_QBCB,0.95,none,0.99,clef-CD007427_TM_QBCB_0.95_none_0.99.csv,990
440,clef-CD007427,TM_QBCB,0.99,none,0.8,clef-CD007427_TM_QBCB_0.99_none_0.8.csv,990
441,clef-CD007427,TM_QBCB,0.99,none,0.9,clef-CD007427_TM_QBCB_0.99_none_0.9.csv,990
442,clef-CD007427,TM_QBCB,0.99,none,0.95,clef-CD007427_TM_QBCB_0.99_none_0.95.csv,990
443,clef-CD007427,TM_QBCB,0.99,none,0.99,clef-CD007427_TM_QBCB_0.99_none_0.99.csv,990
444,clef-CD007427,TM_QBCB,0.9,none,0.8,clef-CD007427_TM_QBCB_0.9_none_0.8.csv,990
445,clef-CD007427,TM_QBCB,0.9,none,0.9,clef-CD007427_TM_QBCB_0.9_none_0.9.csv,990
446,clef-CD007427,TM_QBCB,0.9,none,0.95,clef-CD007427_TM_QBCB_0.9_none_0.95.csv,990
447,clef-CD007427,TM_QBCB,0.9,none,0.99,clef-CD007427_TM_QBCB_0.9_none_0.99.csv,990
448,clef-CD007431,APRIORI,nan,none,0.8,clef-CD007431_APRIORI_nan_none_0.8.csv,512
449,clef-CD007431,APRIORI,nan,none,0.9,clef-CD007431_APRIORI_nan_none_0.9.csv,512
450,clef-CD007431,APRIORI,nan,none,0.95,clef-CD007431_APRIORI_nan_none_0.95.csv,512
451,clef-CD007431,APRIORI,nan,none,0.99,clef-CD007431_APRIORI_nan_none_0.99.csv,512
452,clef-CD007431,BATCHPRECISION,nan,none,nan,clef-CD007431_BATCHPRECISION_nan_none_nan.csv,1152
453,clef-CD007431,HEURISTIC_FIX,nan,none,nan,clef-CD007431_HEURISTIC_FIX_nan_none_nan.csv,512
454,clef-CD007431,HEURISTIC_FRAC,nan,none,nan,clef-CD007431_HEURISTIC_FRAC_nan_none_nan.csv,640
455,clef-CD007431,HEURISTIC_RANDOM,nan,none,0.8,clef-CD007431_HEURISTIC_RANDOM_nan_none_0.8.csv,128
456,clef-CD007431,HEURISTIC_RANDOM,nan,none,0.9,clef-CD007431_HEURISTIC_RANDOM_nan_none_0.9.csv,128
457,clef-CD007431,HEURISTIC_RANDOM,nan,none,0.95,clef-CD007431_HEURISTIC_RANDOM_nan_none_0.95.csv,128
458,clef-CD007431,HEURISTIC_RANDOM,nan,none,0.99,clef-CD007431_HEURISTIC_RANDOM_nan_none_0.99.csv,128
459,clef-CD007431,HEURISTIC_SCORES,nan,none,0.8,clef-CD007431_HEURISTIC_SCORES_nan_none_0.8.csv,512
460,clef-CD007431,HEURISTIC_SCORES,nan,none,0.9,clef-CD007431_HEURISTIC_SCORES_nan_none_0.9.csv,512
461,clef-CD007431,HEURISTIC_SCORES,nan,none,0.95,clef-CD007431_HEURISTIC_SCORES_nan_none_0.95.csv,512
462,clef-CD007431,HEURISTIC_SCORES,nan,none,0.99,clef-CD007431_HEURISTIC_SCORES_nan_none_0.99.csv,512
463,clef-CD007431,IPP,0.8,none,0.8,clef-CD007431_IPP_0.8_none_0.8.csv,640
464,clef-CD007431,IPP,0.8,none,0.9,clef-CD007431_IPP_0.8_none_0.9.csv,640
465,clef-CD007431,IPP,0.8,none,0.95,clef-CD007431_IPP_0.8_none_0.95.csv,640
466,clef-CD007431,IPP,0.8,none,0.99,clef-CD007431_IPP_0.8_none_0.99.csv,640
467,clef-CD007431,IPP,0.95,none,0.8,clef-CD007431_IPP_0.95_none_0.8.csv,640
468,clef-CD007431,IPP,0.95,none,0.9,clef-CD007431_IPP_0.95_none_0.9.csv,640
469,clef-CD007431,IPP,0.95,none,0.95,clef-CD007431_IPP_0.95_none_0.95.csv,640
470,clef-CD007431,IPP,0.95,none,0.99,clef-CD007431_IPP_0.95_none_0.99.csv,640
471,clef-CD007431,IPP,0.99,none,0.8,clef-CD007431_IPP_0.99_none_0.8.csv,640
472,clef-CD007431,IPP,0.99,none,0.9,clef-CD007431_IPP_0.99_none_0.9.csv,640
473,clef-CD007431,IPP,0.99,none,0.95,clef-CD007431_IPP_0.99_none_0.95.csv,640
